لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,عدد الركاب,وسيلة الدفع,معروضة,أصحاب سابقون,إضافات
برتقالي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,2400 ,0000 ,7+1 ,نقدا فقط ,للبيع فقط ,٠٠ ,"

مُكيّف

"
برتقالي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,43000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,138000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,,6+1 ,نقدا فقط ,للبيع أو التبديل ,,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,182 ,,إمكانية التقسيط ,للبيع فقط ,٤ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
كرميدي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400 ,160 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٢ ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,70000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,حكومي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,150000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,"


"
أبيض ,بنزين ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000 ,0000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,39000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
خمري ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,42000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
جهاز إنذار
فتحة سقف
جنطات مغنيسيوم
فرش جلد

"
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2700 ,418706 ,6+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مُكيّف
إغلاق مركزي
مسجل CD

"
أبيض عاجي ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,6400 ,,,نقدا فقط ,للتبديل فقط ,,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف

"
جيشي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,20000 ,,نقدا فقط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,63000 ,4+1 ,نقدا فقط ,للبيع فقط ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,90000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,2 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1500 ,,,إمكانية التقسيط ,للبيع فقط ,,"


"
سكني ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,232800 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
مسجل CD
وسادة حماية هوائية

"
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,160000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,1 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,55000 ,,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

"
فيراني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000 ,220119 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,مستوردة  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,509 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولا ,"

مُكيّف
جهاز إنذار

"
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,45000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,مستورده  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,000 ,4+1 ,نقدا فقط ,للبيع فقط ,7 ,"

مسجل CD

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,170000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,165000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,,4+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,139000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,3 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,177000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,190000 ,,نقدا فقط ,للبيع فقط ,4 نفس الشخص ,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200 ,21000 ,5+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,70000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2200 ,100000 ,2+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
مسجل CD

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,50000 ,6+1 ,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
كحلي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,150000 ,4+1 ,نقدا فقط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فيراني ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,15000 ,4+1 ,نقدا فقط ,للبيع فقط ,أولى  ,"

إغلاق مركزي
مسجل CD
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,100000 ,4+1 ,نقدا فقط ,للبيع فقط ,2 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,20461 ,4+1 ,نقدا فقط ,للبيع فقط ,مستوردة  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد

"
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,99 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانيه  ,"


"
رصاصي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,70000 ,6+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أسود ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,1000 ,4+1 ,نقدا فقط ,للبيع فقط ,5 ,"

مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
خمري ,ديزل ,عمومي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,1700 ,0000000000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,6 ,"

إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
رمادي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,90000 ,6+1 ,إمكانية التقسيط ,للبيع أو التبديل ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000 ,37000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد اولى ,"

مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

"
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,71000 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,95000 ,4+1 ,إمكانية التقسيط ,للبيع أو التبديل ,صفر  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
بني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,76000 ,4+1 ,نقدا فقط ,للبيع فقط ,3 ,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم

"
أصفر ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600 ,50000 ,5+1 ,إمكانية التقسيط ,للبيع أو التبديل ,٣ ,"

جنطات مغنيسيوم
فرش جلد

"
فيراني ,هايبرد ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600 ,10700 ,4+1 ,نقدا فقط ,للبيع فقط ,يد ثانية  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,10110 ,4+1 ,نقدا فقط ,للبيع فقط ,يد رابعه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض عاجي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000 ,25000 ,6+1 ,نقدا فقط ,للبيع فقط ,يد صفر ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1200 ,82000 ,,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1800 ,,4+1 ,نقدا فقط ,للبيع أو التبديل ,يد ثالثه ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500 ,520000 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1200 ,35000 ,4+1 ,نقدا فقط ,للبيع فقط ,يد أولى  ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600 ,150 ,6+1 ,إمكانية التقسيط ,للبيع فقط ,اولى ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

"
رصاصي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250 ,,,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

"
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,3000 ,75000 ,4+1 ,نقدا فقط ,للبيع فقط ,0 ,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

"
رصاصي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400 ,175000 ,4+1 ,نقدا فقط ,للبيع فقط ,4 ,"

مُكيّف
جهاز إنذار
مسجل CD

"
