car_color,fuel_type,car_type,car_license,gear_type,windows,motor_power,speedometer,passengers_number,payment_method,car_state,ex_owners,additions,price
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,90000,,نقدا فقط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",65000
خمري ,بنزين ,تأجير ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,200,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",47000
ذهبي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,30000,5.0,نقدا فقط ,للبيع فقط ,7.0,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم

",17500
أبيض ,بنزين ,حكومي ,فلسطينية ,عادي ,الكتروني ,1600,,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",21000
أزرق ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1800,,5.0,إمكانية التقسيط ,للبيع أو التبديل ,,"

مسجل CD
جنطات مغنيسيوم
فرش جلد

",15000
أبيض ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,30000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",126999
بيج ,بنزين ,خصوصي ,فلسطينية ,عادي ,يدوي ,1600,,,نقدا فقط ,للبيع فقط ,,"

مسجل CD
فرش جلد

",10500
بترولي ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,50000,7.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",165000
فيراني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,0,7.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",65000
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,124000,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",60000
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2200,70000,7.0,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",175000
فضي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,,5.0,نقدا فقط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",29000
أزرق سماوي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,68,5.0,نقدا فقط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",62000
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1900,200,7.0,إمكانية التقسيط ,للبيع أو التبديل ,3.0,"

جهاز إنذار
مسجل CD
فتحة سقف
وسادة حماية هوائية

",58000
أبيض ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,,5.0,إمكانية التقسيط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",99999
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5.0,نقدا فقط ,للبيع فقط ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",23000
بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,200000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,4.0,"

مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",50000
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,73000,8.0,نقدا فقط ,للبيع أو التبديل ,2.0,"


",180000
أبيض ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,280000,7.0,إمكانية التقسيط ,للبيع أو التبديل ,2.0,"

مُكيّف
جهاز إنذار
مسجل CD

",60000
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,142000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,1.0,"

مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",55000
فيراني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5.0,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",30000
أبيض ,ديزل ,تجاري ,فلسطينية ,عادي ,الكتروني ,2500,75000,3.0,إمكانية التقسيط ,للبيع أو التبديل ,3.0,"


",35000
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1400,178000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",53000
خمري ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,,5.0,إمكانية التقسيط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",50000
أبيض ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,,5.0,نقدا فقط ,للبيع فقط ,4.0,"

إغلاق مركزي
مسجل CD
وسادة حماية هوائية

",27000
عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,33000,5.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",129999
بني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,36500,7.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",175000
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,,5.0,نقدا فقط ,للبيع أو التبديل ,,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",40000
فضي ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,90000,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",118000
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,185000,7.0,إمكانية التقسيط ,للبيع أو التبديل ,0.0,"

مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",68000
أبيض عاجي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,101000,5.0,نقدا فقط ,للبيع أو التبديل ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",153000
أزرق ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,33000,5.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",138000
أسود ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,123000,6.0,نقدا فقط ,للبيع فقط ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",85000
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,200000,5.0,إمكانية التقسيط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",45000
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,3000,170000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",330000
خمري ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1800,,5.0,نقدا فقط ,للبيع فقط ,5.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد

",14000
أسود ميتالك ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,2000,99000,7.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",93000
أصفر ,بنزين ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني ,250,,2.0,نقدا فقط ,للبيع فقط ,1.0,"


",15000
سكني ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,170000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",68000
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,150,5.0,نقدا فقط ,للبيع أو التبديل ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية

",30000
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,17000,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",85000
أسود ,ديزل ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2700,180000,7.0,إمكانية التقسيط ,للبيع أو التبديل ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية

",45000
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,13,5.0,نقدا فقط ,للبيع فقط ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",98000
عدة الوان ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,55432,5.0,إمكانية التقسيط ,للبيع أو التبديل ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",97000
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1400,120000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",43000
سكني ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1500,340000,5.0,نقدا فقط ,للبيع فقط ,5.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",27500
أسود ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1250,0,5.0,إمكانية التقسيط ,للبيع أو التبديل ,0.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية

",37000
فيراني ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,900,,,إمكانية التقسيط ,للبيع فقط ,,"

مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

",10000
سكني ,ديزل ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,,5.0,إمكانية التقسيط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

",33000
كحلي ,بنزين ,خصوصي ,فلسطينية ,عادي ,الكتروني ,1600,16000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم

",33000
أسود ,ديزل ,خصوصي ,فلسطينية ,نصف اوتوماتيك ,الكتروني ,2000,181000,5.0,نقدا فقط ,للبيع أو التبديل ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",114000
رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1600,130000,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",48000
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1400,500000,5.0,نقدا فقط ,للبيع فقط ,3.0,"

مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",34900
رمادي ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,2000,40000,5.0,إمكانية التقسيط ,للبيع أو التبديل ,4.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",40000
أبيض عاجي ,ديزل ,عمومي ,فلسطينية ,عادي ,الكتروني ,1900,0,5.0,إمكانية التقسيط ,للبيع أو التبديل ,3.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية

",41000
أبيض عاجي ,ديزل ,تدريب سياقة ,فلسطينية ,عادي ,الكتروني ,2000,305069,5.0,نقدا فقط ,للبيع فقط ,2.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",41000
أحمر ,بنزين ,خصوصي ,فلسطينية ,اوتوماتيك ,الكتروني ,1000,47000,5.0,إمكانية التقسيط ,للبيع فقط ,1.0,"

مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية

",43000
